Accession,Pangolin,Protein,Length,Country,Collection_Date,Year,Month,Day
WAQ37545,B.1,envelope protein,75,Nigeria,2020-04-10,2020,4,10
WAQ37546,B.1,membrane glycoprotein,222,Nigeria,2020-04-10,2020,4,10
WAQ37547,B.1,ORF6 protein,61,Nigeria,2020-04-10,2020,4,10
WAQ37548,B.1,ORF7a protein,121,Nigeria,2020-04-10,2020,4,10
WAQ37549,B.1,ORF7b protein,43,Nigeria,2020-04-10,2020,4,10
WAQ37550,B.1,ORF8 protein,121,Nigeria,2020-04-10,2020,4,10
WAQ37551,B.1,nucleocapsid phosphoprotein,419,Nigeria,2020-04-10,2020,4,10
WAQ37552,B.1,ORF10 protein,38,Nigeria,2020-04-10,2020,4,10
WAQ37565,B.1.1.487,ORF1ab polyprotein,7096,Nigeria,2020-04-25,2020,4,25
WAQ37566,B.1.1.487,ORF1a polyprotein,4405,Nigeria,2020-04-25,2020,4,25
WAQ37567,B.1.1.487,surface glycoprotein,1273,Nigeria,2020-04-25,2020,4,25
WAQ37568,B.1.1.487,ORF3a protein,275,Nigeria,2020-04-25,2020,4,25
WAQ37569,B.1.1.487,envelope protein,75,Nigeria,2020-04-25,2020,4,25
WAQ37570,B.1.1.487,membrane glycoprotein,222,Nigeria,2020-04-25,2020,4,25
WAQ37571,B.1.1.487,ORF6 protein,61,Nigeria,2020-04-25,2020,4,25
WAQ37572,B.1.1.487,ORF7a protein,121,Nigeria,2020-04-25,2020,4,25
WAQ37573,B.1.1.487,ORF7b protein,43,Nigeria,2020-04-25,2020,4,25
WAQ37574,B.1.1.487,ORF8 protein,121,Nigeria,2020-04-25,2020,4,25
WAQ37575,B.1.1.487,nucleocapsid phosphoprotein,419,Nigeria,2020-04-25,2020,4,25
WAQ37576,B.1.1.487,ORF10 protein,38,Nigeria,2020-04-25,2020,4,25
WAQ37577,B.1.8,ORF1ab polyprotein,7096,Nigeria,2020-04-20,2020,4,20
WAQ37578,B.1.8,ORF1a polyprotein,4405,Nigeria,2020-04-20,2020,4,20
WAQ37579,B.1.8,surface glycoprotein,1270,Nigeria,2020-04-20,2020,4,20
WAQ37580,B.1.8,ORF3a protein,275,Nigeria,2020-04-20,2020,4,20
WAQ37581,B.1.8,envelope protein,75,Nigeria,2020-04-20,2020,4,20
WAQ37582,B.1.8,membrane glycoprotein,222,Nigeria,2020-04-20,2020,4,20
WAQ37583,B.1.8,ORF6 protein,61,Nigeria,2020-04-20,2020,4,20
WAQ37584,B.1.8,ORF7a protein,121,Nigeria,2020-04-20,2020,4,20
WAQ37585,B.1.8,ORF7b protein,43,Nigeria,2020-04-20,2020,4,20
WAQ37586,B.1.8,ORF8 protein,121,Nigeria,2020-04-20,2020,4,20
WAQ37587,B.1.8,nucleocapsid phosphoprotein,419,Nigeria,2020-04-20,2020,4,20
WAQ37588,B.1.8,ORF10 protein,38,Nigeria,2020-04-20,2020,4,20
WAQ37673,B.40,ORF1ab polyprotein,7096,Nigeria,2020-04-05,2020,4,5
WAQ37674,B.40,ORF1a polyprotein,4405,Nigeria,2020-04-05,2020,4,5
WAQ37675,B.40,surface glycoprotein,1273,Nigeria,2020-04-05,2020,4,5
WAQ37676,B.40,ORF3a protein,275,Nigeria,2020-04-05,2020,4,5
WAQ37677,B.40,envelope protein,75,Nigeria,2020-04-05,2020,4,5
WAQ37678,B.40,membrane glycoprotein,222,Nigeria,2020-04-05,2020,4,5
WAQ37679,B.40,ORF6 protein,61,Nigeria,2020-04-05,2020,4,5
WAQ37680,B.40,ORF7a protein,121,Nigeria,2020-04-05,2020,4,5
WAQ37681,B.40,ORF7b protein,43,Nigeria,2020-04-05,2020,4,5
WAQ37682,B.40,ORF8 protein,121,Nigeria,2020-04-05,2020,4,5
WAQ37683,B.40,nucleocapsid phosphoprotein,419,Nigeria,2020-04-05,2020,4,5
WAQ37684,B.40,ORF10 protein,38,Nigeria,2020-04-05,2020,4,5
WAQ37685,B.40,ORF1ab polyprotein,7096,Nigeria,2020-05-14,2020,5,14
WAQ37686,B.40,ORF1a polyprotein,4405,Nigeria,2020-05-14,2020,5,14
WAQ37687,B.40,surface glycoprotein,1273,Nigeria,2020-05-14,2020,5,14
WAQ37688,B.40,ORF3a protein,275,Nigeria,2020-05-14,2020,5,14
WAQ37689,B.40,envelope protein,75,Nigeria,2020-05-14,2020,5,14
WAQ37690,B.40,membrane glycoprotein,222,Nigeria,2020-05-14,2020,5,14
WAQ37691,B.40,ORF6 protein,61,Nigeria,2020-05-14,2020,5,14
WAQ37692,B.40,ORF7a protein,121,Nigeria,2020-05-14,2020,5,14
WAQ37693,B.40,ORF7b protein,43,Nigeria,2020-05-14,2020,5,14
WAQ37694,B.40,ORF8 protein,121,Nigeria,2020-05-14,2020,5,14
WAQ37695,B.40,nucleocapsid phosphoprotein,419,Nigeria,2020-05-14,2020,5,14
WAQ37696,B.40,ORF10 protein,38,Nigeria,2020-05-14,2020,5,14
WAQ37757,B.1.1.10,ORF1ab polyprotein,7096,Nigeria,2020-06-29,2020,6,29
WAQ37758,B.1.1.10,ORF1a polyprotein,4405,Nigeria,2020-06-29,2020,6,29
WAQ37759,B.1.1.10,surface glycoprotein,1273,Nigeria,2020-06-29,2020,6,29
WAQ37760,B.1.1.10,ORF3a protein,275,Nigeria,2020-06-29,2020,6,29
WAQ37761,B.1.1.10,envelope protein,75,Nigeria,2020-06-29,2020,6,29
WAQ37762,B.1.1.10,membrane glycoprotein,222,Nigeria,2020-06-29,2020,6,29
WAQ37763,B.1.1.10,ORF6 protein,61,Nigeria,2020-06-29,2020,6,29
WAQ37764,B.1.1.10,ORF7a protein,121,Nigeria,2020-06-29,2020,6,29
WAQ37765,B.1.1.10,ORF7b protein,43,Nigeria,2020-06-29,2020,6,29
WAQ37766,B.1.1.10,ORF8 protein,119,Nigeria,2020-06-29,2020,6,29
WAQ37767,B.1.1.10,nucleocapsid phosphoprotein,419,Nigeria,2020-06-29,2020,6,29
WAQ37768,B.1.1.10,ORF10 protein,38,Nigeria,2020-06-29,2020,6,29
WAQ37793,B.1.1.1,ORF1ab polyprotein,7096,Nigeria,2020-07-12,2020,7,12
WAQ37794,B.1.1.1,ORF1a polyprotein,4405,Nigeria,2020-07-12,2020,7,12
WAQ37795,B.1.1.1,surface glycoprotein,1273,Nigeria,2020-07-12,2020,7,12
WAQ37796,B.1.1.1,ORF3a protein,275,Nigeria,2020-07-12,2020,7,12
WAQ37797,B.1.1.1,envelope protein,75,Nigeria,2020-07-12,2020,7,12
WAQ37798,B.1.1.1,membrane glycoprotein,222,Nigeria,2020-07-12,2020,7,12
WAQ37799,B.1.1.1,ORF6 protein,61,Nigeria,2020-07-12,2020,7,12
WAQ37800,B.1.1.1,ORF7a protein,121,Nigeria,2020-07-12,2020,7,12
WAQ37801,B.1.1.1,ORF7b protein,43,Nigeria,2020-07-12,2020,7,12
WAQ37802,B.1.1.1,ORF8 protein,121,Nigeria,2020-07-12,2020,7,12
WAQ37803,B.1.1.1,nucleocapsid phosphoprotein,419,Nigeria,2020-07-12,2020,7,12
WAQ37804,B.1.1.1,ORF10 protein,38,Nigeria,2020-07-12,2020,7,12
WAQ37805,B.1,ORF1ab polyprotein,7096,Nigeria,2020-07-20,2020,7,20
WAQ37806,B.1,ORF1a polyprotein,4405,Nigeria,2020-07-20,2020,7,20
WAQ37807,B.1,surface glycoprotein,1273,Nigeria,2020-07-20,2020,7,20
WAQ37808,B.1,ORF3a protein,275,Nigeria,2020-07-20,2020,7,20
WAQ37809,B.1,envelope protein,75,Nigeria,2020-07-20,2020,7,20
WAQ37810,B.1,membrane glycoprotein,222,Nigeria,2020-07-20,2020,7,20
WAQ37811,B.1,ORF6 protein,61,Nigeria,2020-07-20,2020,7,20
WAQ37812,B.1,ORF7a protein,121,Nigeria,2020-07-20,2020,7,20
WAQ37813,B.1,ORF7b protein,43,Nigeria,2020-07-20,2020,7,20
WAQ37814,B.1,ORF8 protein,121,Nigeria,2020-07-20,2020,7,20
WAQ37815,B.1,nucleocapsid phosphoprotein,419,Nigeria,2020-07-20,2020,7,20
WAQ37816,B.1,ORF10 protein,38,Nigeria,2020-07-20,2020,7,20
WAQ37817,B.1.1.10,ORF1ab polyprotein,7091,Nigeria,2020-07-25,2020,7,25
WAQ37818,B.1.1.10,ORF1a polyprotein,4400,Nigeria,2020-07-25,2020,7,25
WAQ37819,B.1.1.10,surface glycoprotein,1273,Nigeria,2020-07-25,2020,7,25
WAQ37820,B.1.1.10,ORF3a protein,275,Nigeria,2020-07-25,2020,7,25
WAQ37821,B.1.1.10,envelope protein,75,Nigeria,2020-07-25,2020,7,25
WAQ37822,B.1.1.10,membrane glycoprotein,222,Nigeria,2020-07-25,2020,7,25
WAQ37823,B.1.1.10,ORF6 protein,61,Nigeria,2020-07-25,2020,7,25
WAQ37824,B.1.1.10,ORF7a protein,121,Nigeria,2020-07-25,2020,7,25
WAQ37825,B.1.1.10,ORF7b protein,43,Nigeria,2020-07-25,2020,7,25
WAQ37826,B.1.1.10,ORF8 protein,119,Nigeria,2020-07-25,2020,7,25
WAQ37827,B.1.1.10,nucleocapsid phosphoprotein,419,Nigeria,2020-07-25,2020,7,25
WAQ37828,B.1.1.10,ORF10 protein,38,Nigeria,2020-07-25,2020,7,25
WAQ37829,A,ORF1ab polyprotein,7096,Nigeria,2020-04-23,2020,4,23
WAQ37830,A,ORF1a polyprotein,4405,Nigeria,2020-04-23,2020,4,23
WAQ37831,A,surface glycoprotein,1273,Nigeria,2020-04-23,2020,4,23
WAQ37832,A,ORF3a protein,275,Nigeria,2020-04-23,2020,4,23
WAQ37833,A,envelope protein,75,Nigeria,2020-04-23,2020,4,23
WAQ37834,A,membrane glycoprotein,222,Nigeria,2020-04-23,2020,4,23
WAQ37835,A,ORF6 protein,61,Nigeria,2020-04-23,2020,4,23
WAQ37836,A,ORF7a protein,121,Nigeria,2020-04-23,2020,4,23
WAQ37837,A,ORF7b protein,43,Nigeria,2020-04-23,2020,4,23
WAQ37838,A,ORF8 protein,121,Nigeria,2020-04-23,2020,4,23
WAQ37839,A,nucleocapsid phosphoprotein,419,Nigeria,2020-04-23,2020,4,23
WAQ37840,A,ORF10 protein,38,Nigeria,2020-04-23,2020,4,23
WAQ37877,B.1.462,ORF1ab polyprotein,7093,Nigeria,2020-05-02,2020,5,2
WAQ37878,B.1.462,ORF1a polyprotein,4402,Nigeria,2020-05-02,2020,5,2
WAQ37879,B.1.462,surface glycoprotein,1273,Nigeria,2020-05-02,2020,5,2
WAQ37880,B.1.462,ORF3a protein,275,Nigeria,2020-05-02,2020,5,2
WAQ37881,B.1.462,envelope protein,75,Nigeria,2020-05-02,2020,5,2
WAQ37882,B.1.462,membrane glycoprotein,222,Nigeria,2020-05-02,2020,5,2
WAQ37883,B.1.462,ORF6 protein,52,Nigeria,2020-05-02,2020,5,2
WAQ37884,B.1.462,ORF7a protein,121,Nigeria,2020-05-02,2020,5,2
WAQ37885,B.1.462,ORF7b protein,43,Nigeria,2020-05-02,2020,5,2
WAQ37886,B.1.462,ORF8 protein,121,Nigeria,2020-05-02,2020,5,2
WAQ37887,B.1.462,nucleocapsid phosphoprotein,419,Nigeria,2020-05-02,2020,5,2
WAQ37888,B.1.462,ORF10 protein,38,Nigeria,2020-05-02,2020,5,2
WAQ37997,B.1.1.487,ORF1ab polyprotein,7096,Nigeria,2020-07-08,2020,7,8
WAQ37998,B.1.1.487,ORF1a polyprotein,4405,Nigeria,2020-07-08,2020,7,8
WAQ37999,B.1.1.487,surface glycoprotein,1273,Nigeria,2020-07-08,2020,7,8
WAQ38000,B.1.1.487,ORF3a protein,275,Nigeria,2020-07-08,2020,7,8
WAQ38001,B.1.1.487,envelope protein,75,Nigeria,2020-07-08,2020,7,8
WAQ38002,B.1.1.487,membrane glycoprotein,222,Nigeria,2020-07-08,2020,7,8
WAQ38003,B.1.1.487,ORF6 protein,61,Nigeria,2020-07-08,2020,7,8
WAQ38004,B.1.1.487,ORF7a protein,121,Nigeria,2020-07-08,2020,7,8
WAQ38005,B.1.1.487,ORF7b protein,43,Nigeria,2020-07-08,2020,7,8
WAQ38006,B.1.1.487,ORF8 protein,121,Nigeria,2020-07-08,2020,7,8
WAQ38007,B.1.1.487,nucleocapsid phosphoprotein,419,Nigeria,2020-07-08,2020,7,8
WAQ38008,B.1.1.487,ORF10 protein,38,Nigeria,2020-07-08,2020,7,8
WAQ38021,B.1.1,ORF1ab polyprotein,7096,Nigeria,2020-08-03,2020,8,3
WAQ38022,B.1.1,ORF1a polyprotein,4405,Nigeria,2020-08-03,2020,8,3
WAQ38023,B.1.1,surface glycoprotein,1273,Nigeria,2020-08-03,2020,8,3
WAQ38024,B.1.1,ORF3a protein,275,Nigeria,2020-08-03,2020,8,3
WAQ38025,B.1.1,envelope protein,75,Nigeria,2020-08-03,2020,8,3
WAQ38026,B.1.1,membrane glycoprotein,222,Nigeria,2020-08-03,2020,8,3
WAQ38027,B.1.1,ORF6 protein,61,Nigeria,2020-08-03,2020,8,3
WAQ38028,B.1.1,ORF7a protein,121,Nigeria,2020-08-03,2020,8,3
WAQ38029,B.1.1,ORF7b protein,43,Nigeria,2020-08-03,2020,8,3
WAQ38030,B.1.1,ORF8 protein,121,Nigeria,2020-08-03,2020,8,3
WAQ38031,B.1.1,nucleocapsid phosphoprotein,419,Nigeria,2020-08-03,2020,8,3
WAQ38032,B.1.1,ORF10 protein,38,Nigeria,2020-08-03,2020,8,3
WAQ38033,B.1.1.254,ORF1ab polyprotein,7096,Nigeria,2020-08-04,2020,8,4
WAQ38034,B.1.1.254,ORF1a polyprotein,4405,Nigeria,2020-08-04,2020,8,4
WAQ38035,B.1.1.254,surface glycoprotein,1273,Nigeria,2020-08-04,2020,8,4
WAQ38036,B.1.1.254,ORF3a protein,275,Nigeria,2020-08-04,2020,8,4
WAQ38037,B.1.1.254,envelope protein,75,Nigeria,2020-08-04,2020,8,4
WAQ38038,B.1.1.254,membrane glycoprotein,222,Nigeria,2020-08-04,2020,8,4
WAQ38039,B.1.1.254,ORF6 protein,61,Nigeria,2020-08-04,2020,8,4
WAQ38040,B.1.1.254,ORF7a protein,121,Nigeria,2020-08-04,2020,8,4
WAQ38041,B.1.1.254,ORF7b protein,43,Nigeria,2020-08-04,2020,8,4
WAQ38042,B.1.1.254,ORF8 protein,121,Nigeria,2020-08-04,2020,8,4
WAQ38043,B.1.1.254,nucleocapsid phosphoprotein,419,Nigeria,2020-08-04,2020,8,4
WAQ38044,B.1.1.254,ORF10 protein,38,Nigeria,2020-08-04,2020,8,4
WAQ38069,B.1.336,ORF1ab polyprotein,7093,Nigeria,2020-08-31,2020,8,31
WAQ38070,B.1.336,ORF1a polyprotein,4402,Nigeria,2020-08-31,2020,8,31
WAQ38071,B.1.336,surface glycoprotein,1273,Nigeria,2020-08-31,2020,8,31
WAQ38072,B.1.336,ORF3a protein,275,Nigeria,2020-08-31,2020,8,31
WAQ38073,B.1.336,envelope protein,75,Nigeria,2020-08-31,2020,8,31
WAQ38074,B.1.336,membrane glycoprotein,222,Nigeria,2020-08-31,2020,8,31
WAQ38075,B.1.336,ORF6 protein,61,Nigeria,2020-08-31,2020,8,31
WAQ38076,B.1.336,ORF7a protein,121,Nigeria,2020-08-31,2020,8,31
WAQ38077,B.1.336,ORF7b protein,43,Nigeria,2020-08-31,2020,8,31
WAQ38078,B.1.336,ORF8 protein,121,Nigeria,2020-08-31,2020,8,31
WAQ38079,B.1.336,nucleocapsid phosphoprotein,419,Nigeria,2020-08-31,2020,8,31
WAQ38080,B.1.336,ORF10 protein,38,Nigeria,2020-08-31,2020,8,31
WAQ38081,B.1.336,ORF1ab polyprotein,7096,Nigeria,2020-09-01,2020,9,1
WAQ38082,B.1.336,ORF1a polyprotein,4405,Nigeria,2020-09-01,2020,9,1
WAQ38083,B.1.336,surface glycoprotein,1273,Nigeria,2020-09-01,2020,9,1
WAQ38084,B.1.336,ORF3a protein,275,Nigeria,2020-09-01,2020,9,1
WAQ38085,B.1.336,envelope protein,75,Nigeria,2020-09-01,2020,9,1
WAQ38086,B.1.336,membrane glycoprotein,222,Nigeria,2020-09-01,2020,9,1
WAQ38087,B.1.336,ORF6 protein,61,Nigeria,2020-09-01,2020,9,1
WAQ38088,B.1.336,ORF7a protein,121,Nigeria,2020-09-01,2020,9,1
WAQ38089,B.1.336,ORF7b protein,43,Nigeria,2020-09-01,2020,9,1
WAQ38090,B.1.336,ORF8 protein,121,Nigeria,2020-09-01,2020,9,1
WAQ38091,B.1.336,nucleocapsid phosphoprotein,419,Nigeria,2020-09-01,2020,9,1
WAQ38092,B.1.336,ORF10 protein,38,Nigeria,2020-09-01,2020,9,1
WAQ38116,B.1.1,ORF1ab polyprotein,7096,Nigeria,2020-10-05,2020,10,5
WAQ38117,B.1.1,ORF1a polyprotein,4405,Nigeria,2020-10-05,2020,10,5
WAQ38118,B.1.1,surface glycoprotein,1273,Nigeria,2020-10-05,2020,10,5
WAQ38119,B.1.1,ORF3a protein,275,Nigeria,2020-10-05,2020,10,5
WAQ38120,B.1.1,envelope protein,75,Nigeria,2020-10-05,2020,10,5
WAQ38121,B.1.1,membrane glycoprotein,222,Nigeria,2020-10-05,2020,10,5
WAQ38122,B.1.1,ORF6 protein,61,Nigeria,2020-10-05,2020,10,5
WAQ38123,B.1.1,ORF7a protein,121,Nigeria,2020-10-05,2020,10,5
WAQ38124,B.1.1,ORF7b protein,43,Nigeria,2020-10-05,2020,10,5
WAQ38125,B.1.1,ORF8 protein,121,Nigeria,2020-10-05,2020,10,5
WAQ38126,B.1.1,nucleocapsid phosphoprotein,419,Nigeria,2020-10-05,2020,10,5
WAQ38127,B.1.1,ORF10 protein,38,Nigeria,2020-10-05,2020,10,5
WAQ38472,A,ORF1ab polyprotein,7096,Nigeria,2020-05-08,2020,5,8
WAQ38473,A,ORF1a polyprotein,4405,Nigeria,2020-05-08,2020,5,8
WAQ38474,A,surface glycoprotein,1273,Nigeria,2020-05-08,2020,5,8
WAQ38475,A,ORF3a protein,275,Nigeria,2020-05-08,2020,5,8
WAQ38476,A,envelope protein,75,Nigeria,2020-05-08,2020,5,8
WAQ38477,A,membrane glycoprotein,222,Nigeria,2020-05-08,2020,5,8
WAQ38478,A,ORF6 protein,61,Nigeria,2020-05-08,2020,5,8
WAQ38479,A,ORF7a protein,121,Nigeria,2020-05-08,2020,5,8
WAQ38480,A,ORF7b protein,43,Nigeria,2020-05-08,2020,5,8
WAQ38481,A,ORF8 protein,121,Nigeria,2020-05-08,2020,5,8
WAQ38482,A,nucleocapsid phosphoprotein,419,Nigeria,2020-05-08,2020,5,8
WAQ38483,A,ORF10 protein,38,Nigeria,2020-05-08,2020,5,8
WAQ38496,B.1.467,ORF1ab polyprotein,7096,Nigeria,2020-05-17,2020,5,17
WAQ38497,B.1.467,ORF1a polyprotein,4405,Nigeria,2020-05-17,2020,5,17
WAQ38498,B.1.467,surface glycoprotein,1273,Nigeria,2020-05-17,2020,5,17
WAQ38499,B.1.467,ORF3a protein,275,Nigeria,2020-05-17,2020,5,17
WAQ38500,B.1.467,envelope protein,75,Nigeria,2020-05-17,2020,5,17
WAQ38501,B.1.467,membrane glycoprotein,222,Nigeria,2020-05-17,2020,5,17
WAQ38502,B.1.467,ORF6 protein,61,Nigeria,2020-05-17,2020,5,17
WAQ38503,B.1.467,ORF7a protein,121,Nigeria,2020-05-17,2020,5,17
WAQ38504,B.1.467,ORF7b protein,43,Nigeria,2020-05-17,2020,5,17
WAQ38505,B.1.467,ORF8 protein,121,Nigeria,2020-05-17,2020,5,17
WAQ38506,B.1.467,nucleocapsid phosphoprotein,419,Nigeria,2020-05-17,2020,5,17
WAQ38507,B.1.467,ORF10 protein,38,Nigeria,2020-05-17,2020,5,17
WAQ38567,B.1.462,ORF1ab polyprotein,7096,Nigeria,2020-06-01,2020,6,1
WAQ38568,B.1.462,ORF1a polyprotein,4405,Nigeria,2020-06-01,2020,6,1
WAQ38569,B.1.462,surface glycoprotein,1273,Nigeria,2020-06-01,2020,6,1
WAQ38570,B.1.462,ORF3a protein,275,Nigeria,2020-06-01,2020,6,1
WAQ38571,B.1.462,envelope protein,75,Nigeria,2020-06-01,2020,6,1
WAQ38572,B.1.462,membrane glycoprotein,222,Nigeria,2020-06-01,2020,6,1
WAQ38573,B.1.462,ORF6 protein,61,Nigeria,2020-06-01,2020,6,1
WAQ38574,B.1.462,ORF7a protein,121,Nigeria,2020-06-01,2020,6,1
WAQ38575,B.1.462,ORF7b protein,43,Nigeria,2020-06-01,2020,6,1
WAQ38576,B.1.462,ORF8 protein,121,Nigeria,2020-06-01,2020,6,1
WAQ38577,B.1.462,nucleocapsid phosphoprotein,419,Nigeria,2020-06-01,2020,6,1
WAQ38578,B.1.462,ORF10 protein,38,Nigeria,2020-06-01,2020,6,1
WAQ38661,B.1.1.484,ORF1ab polyprotein,7096,Nigeria,2020-07-01,2020,7,1
WAQ38662,B.1.1.484,ORF1a polyprotein,4405,Nigeria,2020-07-01,2020,7,1
WAQ38663,B.1.1.484,surface glycoprotein,1273,Nigeria,2020-07-01,2020,7,1
WAQ38664,B.1.1.484,ORF3a protein,275,Nigeria,2020-07-01,2020,7,1
WAQ38665,B.1.1.484,envelope protein,75,Nigeria,2020-07-01,2020,7,1
WAQ38666,B.1.1.484,membrane glycoprotein,222,Nigeria,2020-07-01,2020,7,1
WAQ38667,B.1.1.484,ORF6 protein,61,Nigeria,2020-07-01,2020,7,1
WAQ38668,B.1.1.484,ORF7a protein,121,Nigeria,2020-07-01,2020,7,1
WAQ38669,B.1.1.484,ORF7b protein,43,Nigeria,2020-07-01,2020,7,1
WAQ38670,B.1.1.484,ORF8 protein,121,Nigeria,2020-07-01,2020,7,1
WAQ38671,B.1.1.484,nucleocapsid phosphoprotein,419,Nigeria,2020-07-01,2020,7,1
WAQ38672,B.1.1.484,ORF10 protein,38,Nigeria,2020-07-01,2020,7,1
WAQ38897,B.1,ORF1ab polyprotein,7096,Nigeria,2020-08-17,2020,8,17
WAQ38898,B.1,ORF1a polyprotein,4405,Nigeria,2020-08-17,2020,8,17
WAQ38899,B.1,surface glycoprotein,1273,Nigeria,2020-08-17,2020,8,17
WAQ38900,B.1,ORF3a protein,275,Nigeria,2020-08-17,2020,8,17
WAQ38901,B.1,envelope protein,75,Nigeria,2020-08-17,2020,8,17
WAQ38902,B.1,membrane glycoprotein,222,Nigeria,2020-08-17,2020,8,17
WAQ38903,B.1,ORF6 protein,61,Nigeria,2020-08-17,2020,8,17
WAQ38904,B.1,ORF7a protein,121,Nigeria,2020-08-17,2020,8,17
WAQ38905,B.1,ORF7b protein,43,Nigeria,2020-08-17,2020,8,17
WAQ38906,B.1,ORF8 protein,121,Nigeria,2020-08-17,2020,8,17
WAQ38907,B.1,nucleocapsid phosphoprotein,419,Nigeria,2020-08-17,2020,8,17
WAQ38908,B.1,ORF10 protein,38,Nigeria,2020-08-17,2020,8,17
WAQ39033,B.1.1.10,ORF1ab polyprotein,7096,Nigeria,2020-05-24,2020,5,24
WAQ39034,B.1.1.10,ORF1a polyprotein,4405,Nigeria,2020-05-24,2020,5,24
WAQ39035,B.1.1.10,surface glycoprotein,1269,Nigeria,2020-05-24,2020,5,24
WAQ39036,B.1.1.10,ORF3a protein,275,Nigeria,2020-05-24,2020,5,24
WAQ39037,B.1.1.10,envelope protein,75,Nigeria,2020-05-24,2020,5,24
WAQ39038,B.1.1.10,membrane glycoprotein,222,Nigeria,2020-05-24,2020,5,24
WAQ39039,B.1.1.10,ORF6 protein,61,Nigeria,2020-05-24,2020,5,24
WAQ39040,B.1.1.10,ORF7a protein,121,Nigeria,2020-05-24,2020,5,24
WAQ39041,B.1.1.10,ORF7b protein,43,Nigeria,2020-05-24,2020,5,24
WAQ39042,B.1.1.10,ORF8 protein,121,Nigeria,2020-05-24,2020,5,24
WAQ39043,B.1.1.10,nucleocapsid phosphoprotein,419,Nigeria,2020-05-24,2020,5,24
WAQ39044,B.1.1.10,ORF10 protein,38,Nigeria,2020-05-24,2020,5,24
WAQ39093,B.1.22,ORF1ab polyprotein,7096,Nigeria,2020-05-11,2020,5,11
WAQ39094,B.1.22,ORF1a polyprotein,4405,Nigeria,2020-05-11,2020,5,11
WAQ39095,B.1.22,surface glycoprotein,1273,Nigeria,2020-05-11,2020,5,11
WAQ39096,B.1.22,ORF3a protein,275,Nigeria,2020-05-11,2020,5,11
WAQ39097,B.1.22,envelope protein,75,Nigeria,2020-05-11,2020,5,11
WAQ39098,B.1.22,membrane glycoprotein,222,Nigeria,2020-05-11,2020,5,11
WAQ39099,B.1.22,ORF6 protein,61,Nigeria,2020-05-11,2020,5,11
WAQ39100,B.1.22,ORF7a protein,121,Nigeria,2020-05-11,2020,5,11
WAQ39101,B.1.22,ORF7b protein,43,Nigeria,2020-05-11,2020,5,11
WAQ39102,B.1.22,ORF8 protein,121,Nigeria,2020-05-11,2020,5,11
WAQ39103,B.1.22,nucleocapsid phosphoprotein,419,Nigeria,2020-05-11,2020,5,11
WAQ39104,B.1.22,ORF10 protein,38,Nigeria,2020-05-11,2020,5,11
WAQ39237,L.3,ORF1ab polyprotein,7096,Nigeria,2020-08-06,2020,8,6
WAQ39238,L.3,ORF1a polyprotein,4405,Nigeria,2020-08-06,2020,8,6
WAQ39239,L.3,surface glycoprotein,1273,Nigeria,2020-08-06,2020,8,6
WAQ39240,L.3,ORF3a protein,275,Nigeria,2020-08-06,2020,8,6
WAQ39241,L.3,envelope protein,75,Nigeria,2020-08-06,2020,8,6
WAQ39242,L.3,membrane glycoprotein,222,Nigeria,2020-08-06,2020,8,6
WAQ39243,L.3,ORF6 protein,61,Nigeria,2020-08-06,2020,8,6
WAQ39244,L.3,ORF7a protein,121,Nigeria,2020-08-06,2020,8,6
WAQ39245,L.3,ORF7b protein,43,Nigeria,2020-08-06,2020,8,6
WAQ39246,L.3,ORF8 protein,121,Nigeria,2020-08-06,2020,8,6
WAQ39247,L.3,nucleocapsid phosphoprotein,419,Nigeria,2020-08-06,2020,8,6
WAQ39248,L.3,ORF10 protein,38,Nigeria,2020-08-06,2020,8,6
WAQ39273,L.3,ORF1ab polyprotein,7096,Nigeria,2020-09-05,2020,9,5
WAQ39274,L.3,ORF1a polyprotein,4405,Nigeria,2020-09-05,2020,9,5
WAQ39275,L.3,surface glycoprotein,1273,Nigeria,2020-09-05,2020,9,5
WAQ39276,L.3,ORF3a protein,275,Nigeria,2020-09-05,2020,9,5
WAQ39277,L.3,envelope protein,75,Nigeria,2020-09-05,2020,9,5
WAQ39278,L.3,membrane glycoprotein,222,Nigeria,2020-09-05,2020,9,5
WAQ39279,L.3,ORF6 protein,61,Nigeria,2020-09-05,2020,9,5
WAQ39280,L.3,ORF7a protein,121,Nigeria,2020-09-05,2020,9,5
WAQ39281,L.3,ORF7b protein,43,Nigeria,2020-09-05,2020,9,5
WAQ39282,L.3,ORF8 protein,121,Nigeria,2020-09-05,2020,9,5
WAQ39283,L.3,nucleocapsid phosphoprotein,419,Nigeria,2020-09-05,2020,9,5
WAQ39284,L.3,ORF10 protein,38,Nigeria,2020-09-05,2020,9,5
WAQ39285,B.1.1.487,ORF1ab polyprotein,7096,Nigeria,2020-05-09,2020,5,9
WAQ39286,B.1.1.487,ORF1a polyprotein,4405,Nigeria,2020-05-09,2020,5,9
WAQ39287,B.1.1.487,surface glycoprotein,1273,Nigeria,2020-05-09,2020,5,9
WAQ39288,B.1.1.487,ORF3a protein,275,Nigeria,2020-05-09,2020,5,9
WAQ39289,B.1.1.487,envelope protein,75,Nigeria,2020-05-09,2020,5,9
WAQ39290,B.1.1.487,membrane glycoprotein,222,Nigeria,2020-05-09,2020,5,9
WAQ39291,B.1.1.487,ORF6 protein,61,Nigeria,2020-05-09,2020,5,9
